1,4,18,1
2,4.4,18,1
3,4.8,18,1
4,5.2,18,1
5,5.6,18,1
6,6,18,1
7,6.4,18,1
8,6.8,18,1
9,7.2,18,1
10,7.6,18,1
11,8,18,1
12,8.4,18,1
13,8.8,18,1
14,9.2,18,1
15,9.6,18,1
16,10,18,1
17,4.04,17.6,1
18,4.44,17.6,1
19,4.84,17.6,1
20,5.24,17.6,1
21,5.64,17.6,1
22,6.04,17.6,1
23,6.44,17.6,1
24,6.84,17.6,1
25,7.24,17.6,1
26,7.64,17.6,1
27,8.04,17.6,1
28,8.44,17.6,1
29,8.84,17.6,1
30,9.24,17.6,1
31,9.64,17.6,1
32,4.08,17.2,1
33,4.48,17.2,1
34,4.88,17.2,1
35,5.28,17.2,1
36,5.68,17.2,1
37,6.08,17.2,1
38,6.48,17.2,1
39,6.88,17.2,1
40,7.28,17.2,1
41,7.68,17.2,1
42,8.08,17.2,1
43,8.48,17.2,1
44,8.88,17.2,1
45,9.28,17.2,1
46,9.68,17.2,1
47,4.12,16.8,1
48,4.52,16.8,1
49,4.92,16.8,1
50,5.32,16.8,1
51,5.72,16.8,1
52,6.12,16.8,1
53,6.52,16.8,1
54,6.92,16.8,1
55,7.32,16.8,1
56,7.72,16.8,1
57,8.12,16.8,1
58,8.52,16.8,1
59,8.92,16.8,1
60,9.32,16.8,1
61,9.72,16.8,1
62,4.16,16.4,1
63,4.56,16.4,1
64,4.96,16.4,1
65,5.36,16.4,1
66,5.76,16.4,1
67,6.16,16.4,1
68,6.56,16.4,1
69,6.96,16.4,1
70,7.36,16.4,1
71,7.76,16.4,1
72,8.16,16.4,1
73,8.56,16.4,1
74,8.96,16.4,1
75,9.36,16.4,1
76,9.76,16.4,1
77,4.2,16,1
78,4.6,16,1
79,5,16,1
80,5.4,16,1
81,5.8,16,1
82,6.2,16,1
83,6.6,16,1
84,7,16,1
85,7.4,16,1
86,7.8,16,1
87,8.2,16,1
88,8.6,16,1
89,9,16,1
90,9.4,16,1
91,9.8,16,1
92,6.9,4,2
93,7.1,3.99984,2
94,6.5,4,2
95,6.5954,3.70624,2
96,6.84519,3.52457,2
97,7.15405,3.52432,2
98,7.40413,3.70559,2
99,7.5,3.9992,2
100,7.40507,4.29312,2
101,7.15557,4.47518,2
102,6.8467,4.47592,2
103,6.59634,4.29505,2
104,6.1,4,2
105,6.15422,3.69233,2
106,6.31036,3.42174,2
107,6.54959,3.22082,2
108,6.84309,3.11378,2
109,7.1555,3.11354,2
110,7.44917,3.2201,2
111,7.68872,3.42064,2
112,7.84529,3.69098,2
113,7.9,3.99857,2
114,7.84627,4.30632,2
115,7.69056,4.57717,2
116,17.9936,13.1514,3
117,18.3117,16.0428,3
118,17.0644,13.997,3
119,17.817,13.4058,3
120,18.2968,15.6632,3
121,18.1126,12.9788,3
122,18.0483,13.0046,3
123,18.5724,13.2166,3
124,17.2802,13.1186,3
125,17.4309,14.0091,3
126,17.7145,14.4729,3
127,17.07,12.6128,3
128,17.7968,12.5142,3
129,18.5133,12.0543,3
130,17.9239,12.9442,3
131,18.6209,12.8109,3
132,17.7815,13.1013,3
133,18.1726,12.9259,3
134,22.3806,13.014,3
135,16.5485,13.6567,3
136,18.9722,12.8356,3
137,18.3422,12.5091,3
138,18.8244,12.9882,3
139,19.3515,12.5363,3
140,17.1891,12.6722,3
141,18.0138,12.8571,3
142,17.5354,11.2987,3
143,15.8768,13.4072,3
144,17.9567,12.9732,3
145,18.3471,13.0267,3
146,18.1978,12.7738,3
147,18.0493,13.0404,3
148,17.0944,12.7506,3
149,20.7874,13.3357,3
150,18.4789,14.2504,3
151,17.9632,12.9355,3
152,17.8028,13.5945,3
153,18.0545,13.0204,3
154,16.1639,12.4641,3
155,17.0405,13.0907,3
156,18.5023,11.7029,3
157,18.9565,13.8138,3
158,11.8579,12.9588,3
159,17.5337,11.5389,3
160,17.9491,13.2758,3
161,18.2431,13.2486,3
162,18.4762,12.9687,3
163,18.3794,13.1234,3
164,18.4394,12.1814,3
165,18.9671,13.5779,3
166,18.3259,12.7229,3
167,18.0668,14.4477,3
168,18.0129,13.0099,3
169,17.0826,12.9471,3
170,17.4074,12.8204,3
171,18.6553,13.6899,3
172,12.8722,13.1553,3
173,17.6232,12.9991,3
174,17.7357,13.1294,3
175,17.8015,12.8485,3
176,18.1655,13.7493,3
177,18.324,15.5885,3
178,16.5781,12.3595,3
179,18.4469,12.842,3
180,18.2663,13.0554,3
181,17.8909,13.1872,3
182,17.5136,13.0198,3
183,17.955,12.1194,3
184,17.6079,13.0769,3
185,18.6982,12.4019,3
186,17.9199,13.0977,3
187,18.1922,9.64698,3
188,4.24,15.6,1
189,4.64,15.6,1
190,5.04,15.6,1
191,19.8053,13.1227,3
192,5.44,15.6,1
193,5.84,15.6,1
194,17.9346,13.1057,3
195,7.45165,4.77847,2
196,17.7811,9.9684,3
197,6.24,15.6,1
198,6.64,15.6,1
199,7.04,15.6,1
200,7.44,15.6,1
201,7.84,15.6,1
202,8.24,15.6,1
203,8.64,15.6,1
204,20.4522,12.9352,3
205,18.5177,13.8964,3
206,9.04,15.6,1
207,18.0277,12.6803,3
208,9.44,15.6,1
209,4.28,15.2,1
210,13.161,12.8106,3
211,4.68,15.2,1
212,7.15832,4.88597,2
213,18.1196,13.3124,3
214,5.08,15.2,1
215,5.48,15.2,1
216,5.88,15.2,1
217,6.28,15.2,1
218,6.68,15.2,1
219,6.84591,4.88671,2
220,18.7224,14.1318,3
221,18.2676,14.2701,3
222,7.08,15.2,1
223,7.48,15.2,1
224,17.7333,12.7355,3
225,22.5766,12.9171,3
226,7.88,15.2,1
227,17.978,12.9035,3
228,18.0253,13.0685,3
229,8.28,15.2,1
230,6.55207,4.78061,2
231,18.0555,13.2937,3
232,6.3122,4.58046,2
233,8.68,15.2,1
234,9.08,15.2,1
235,9.48,15.2,1
236,4.32,14.8,1
237,4.72,14.8,1
238,5.12,14.8,1
239,18.0064,13.0026,3
240,5.52,14.8,1
241,5.92,14.8,1
242,6.15521,4.31036,2
243,6.32,14.8,1
244,6.72,14.8,1
245,18.2281,13.4421,3
246,7.12,14.8,1
247,7.52,14.8,1
248,7.92,14.8,1
249,18.1008,13.3246,3
250,8.32,14.8,1
251,18.0698,12.7036,3
252,18.1186,13.5121,3
253,18.0479,13.3375,3
254,8.72,14.8,1
255,9.12,14.8,1
256,5.7,4,2
257,9.52,14.8,1
258,4.36,14.4,1
259,4.76,14.4,1
260,5.16,14.4,1
261,5.73774,3.68904,2
262,5.56,14.4,1
263,5.96,14.4,1
264,6.36,14.4,1
265,5.84876,3.39614,2
266,17.7361,10.9877,3
